User,Base Time,LLM Time,Total Time
1,2.0685067176818848,22.317358255386353,24.385864973068237
2,2.0048115253448486,22.16785717010498,24.17266869544983
3,0.3170943260192871,21.766151189804077,22.083245515823364
4,2.1767938137054443,23.741236209869385,25.91803002357483
5,2.181478261947632,24.095667362213135,26.277145624160767
6,2.103987216949463,24.10980248451233,26.213789701461792
7,2.0733582973480225,22.274487495422363,24.347845792770386
8,2.169618606567383,23.94698405265808,26.116602659225464
9,2.236036777496338,22.664703369140625,24.900740146636963
10,0.314220666885376,23.62675142288208,23.940972089767456
11,2.0984981060028076,24.253499507904053,26.35199761390686
12,2.1565749645233154,22.913102388381958,25.069677352905273
13,2.1336233615875244,22.794442892074585,24.92806625366211
14,0.2922840118408203,22.950693607330322,23.242977619171143
15,2.1780450344085693,22.30098557472229,24.47903060913086
16,2.210794687271118,23.082360982894897,25.293155670166016
17,2.263415813446045,23.712945222854614,25.97636103630066
18,0.31370019912719727,21.907458782196045,22.221158981323242
19,2.106043815612793,23.257241249084473,25.363285064697266
20,2.1980350017547607,23.57011914253235,25.76815414428711
21,2.1659653186798096,24.71590256690979,26.8818678855896
22,2.077299118041992,22.76865267753601,24.845951795578003
23,2.0724971294403076,22.927638292312622,25.00013542175293
24,0.30759215354919434,23.087934255599976,23.39552640914917
25,2.083338499069214,24.063344717025757,26.14668321609497
26,2.057218551635742,23.91478180885315,25.97200036048889
27,2.1075797080993652,23.696972131729126,25.80455183982849
28,2.082125663757324,23.674354791641235,25.75648045539856
29,0.29670286178588867,22.74236011505127,23.039062976837158
30,2.3135457038879395,24.934972763061523,27.248518466949463
31,2.0823605060577393,23.254199981689453,25.336560487747192
32,2.082094669342041,23.208920001983643,25.291014671325684
33,2.0860352516174316,23.21074652671814,25.29678177833557
34,0.28349804878234863,23.685202836990356,23.968700885772705
35,2.0885021686553955,23.62057614326477,25.709078311920166
36,2.0811028480529785,23.5048930644989,25.58599591255188
37,2.058656930923462,23.09740972518921,25.15606665611267
38,2.0864980220794678,22.671933889389038,24.758431911468506
39,2.080051898956299,22.795973539352417,24.876025438308716
40,0.30113673210144043,22.16278862953186,22.4639253616333
41,2.02357816696167,24.580068826675415,26.603646993637085
42,2.074695587158203,24.00682783126831,26.081523418426514
43,2.093822479248047,22.994040966033936,25.087863445281982
44,2.0904266834259033,23.093613386154175,25.184040069580078
45,0.30258655548095703,23.187071800231934,23.48965835571289
46,2.091390371322632,24.16159987449646,26.252990245819092
47,2.082613706588745,22.665477514266968,24.748091220855713
48,2.0603439807891846,23.380399703979492,25.440743684768677
49,0.29946279525756836,22.919578075408936,23.219040870666504
50,2.0961642265319824,23.89954972267151,25.99571394920349
51,2.0940799713134766,23.28245782852173,25.376537799835205
52,2.0516068935394287,26.559659957885742,28.61126685142517
53,0.31494903564453125,24.41365909576416,24.72860813140869
54,2.0591070652008057,23.247742652893066,25.306849718093872
55,2.0546741485595703,23.820621967315674,25.875296115875244
56,2.0857932567596436,21.70995330810547,23.795746564865112
57,2.0691592693328857,23.761408805847168,25.830568075180054
58,2.11641526222229,23.065470218658447,25.181885480880737
59,0.2912294864654541,22.873162031173706,23.16439151763916
60,2.0581843852996826,22.932090044021606,24.99027442932129
61,2.076385498046875,23.834046363830566,25.91043186187744
62,2.0679285526275635,23.257594108581543,25.325522661209106
63,2.0825867652893066,23.449289321899414,25.53187608718872
64,0.2907431125640869,23.146910905838013,23.4376540184021
65,2.0796141624450684,23.799396991729736,25.879011154174805
66,2.218350410461426,22.866695880889893,25.08504629135132
67,2.097867250442505,23.554282903671265,25.65215015411377
68,2.16926646232605,23.343160152435303,25.512426614761353
69,2.2255170345306396,21.93013620376587,24.15565323829651
70,0.3047342300415039,24.02732491493225,24.332059144973755
71,2.134200096130371,23.317861080169678,25.45206117630005
72,2.1217334270477295,24.233271837234497,26.355005264282227
73,2.105271339416504,23.840724229812622,25.945995569229126
74,0.3215959072113037,22.855390071868896,23.1769859790802
75,2.139984369277954,22.63044238090515,24.770426750183105
76,2.1738996505737305,23.04786777496338,25.22176742553711
77,2.2504987716674805,23.289670944213867,25.540169715881348
78,2.22119140625,22.743110179901123,24.964301586151123
79,2.1482651233673096,23.888139486312866,26.036404609680176
80,0.34026002883911133,23.78747868537903,24.12773871421814
81,2.1285502910614014,23.767208576202393,25.895758867263794
82,2.1320271492004395,23.8305184841156,25.96254563331604
83,2.0886738300323486,23.551528692245483,25.640202522277832
84,0.31693339347839355,22.599085092544556,22.91601848602295
85,2.1207644939422607,24.533568143844604,26.654332637786865
86,2.122955799102783,23.12316346168518,25.246119260787964
87,2.1804358959198,23.709975957870483,25.890411853790283
88,2.136453151702881,22.903470039367676,25.039923191070557
89,2.117271900177002,22.400737285614014,24.518009185791016
90,0.32173824310302734,23.31689214706421,23.638630390167236
91,2.107541561126709,22.836233139038086,24.943774700164795
92,2.1101694107055664,25.603459119796753,27.71362853050232
93,2.2082736492156982,24.595354080200195,26.803627729415894
94,2.1076693534851074,22.61750102043152,24.725170373916626
95,0.297382116317749,22.210420846939087,22.507802963256836
96,2.0989878177642822,24.1732919216156,26.272279739379883
97,2.140528917312622,22.973512172698975,25.114041090011597
98,2.066638708114624,23.380491733551025,25.44713044166565
99,0.2992064952850342,22.084876775741577,22.38408327102661
100,2.08525013923645,23.375113248825073,25.460363388061523
