User,Base Time,LLM Time,Total Time
1,0.05001068115234375,22.23790454864502,22.287915229797363
2,0.030998706817626953,21.726797103881836,21.757795810699463
3,0.03054499626159668,22.966930389404297,22.997475385665894
4,0.028530597686767578,21.737547874450684,21.76607847213745
5,0.032004594802856445,21.986191034317017,22.018195629119873
6,0.0547633171081543,21.288865566253662,21.343628883361816
7,0.03300285339355469,22.202281951904297,22.23528480529785
8,0.032012224197387695,21.436557054519653,21.46856927871704
9,0.03299856185913086,21.99294424057007,22.0259428024292
10,0.031005382537841797,22.20896077156067,22.23996615409851
11,0.04799318313598633,22.937413454055786,22.985406637191772
12,0.03408646583557129,22.739516496658325,22.773602962493896
13,0.03352165222167969,22.723288774490356,22.756810426712036
14,0.03299593925476074,25.367730379104614,25.400726318359375
15,0.028655290603637695,23.240997552871704,23.269652843475342
16,0.053511857986450195,22.44027304649353,22.49378490447998
17,0.030505895614624023,22.276416540145874,22.306922435760498
18,0.03618764877319336,21.93551802635193,21.971705675125122
19,0.03699469566345215,21.619016647338867,21.65601134300232
20,0.045987844467163086,22.810728788375854,22.856716632843018
21,0.029541015625,22.19600486755371,22.22554588317871
22,0.031005382537841797,23.03295922279358,23.06396460533142
23,0.03600168228149414,23.802435636520386,23.83843731880188
24,0.029998779296875,22.95751190185547,22.987510681152344
25,0.05404186248779297,22.604527950286865,22.658569812774658
26,0.02901601791381836,22.61479687690735,22.643812894821167
27,0.03201436996459961,23.000211238861084,23.032225608825684
28,0.03100132942199707,21.98561978340149,22.016621112823486
29,0.028008699417114258,22.59995675086975,22.627965450286865
30,0.04979228973388672,22.78269624710083,22.832488536834717
31,0.03352499008178711,22.156679391860962,22.19020438194275
32,0.03300905227661133,23.269211769104004,23.302220821380615
33,0.031999826431274414,23.281155109405518,23.313154935836792
34,0.030681610107421875,21.59589910507202,21.626580715179443
35,0.0505373477935791,22.332149744033813,22.382687091827393
36,0.03199958801269531,22.948890447616577,22.980890035629272
37,0.03698301315307617,22.368144273757935,22.40512728691101
38,0.037024497985839844,26.20376992225647,26.24079442024231
39,0.05400848388671875,24.78176999092102,24.83577847480774
40,0.03365349769592285,24.18393874168396,24.217592239379883
41,0.03601956367492676,22.653701066970825,22.689720630645752
42,0.030517578125,23.056983470916748,23.087501049041748
43,0.03700590133666992,22.62376046180725,22.66076636314392
44,0.05000734329223633,21.94738507270813,21.997392416000366
45,0.029018878936767578,21.970157384872437,21.999176263809204
46,0.030014514923095703,23.007190227508545,23.03720474243164
47,0.031096935272216797,23.995096683502197,24.026193618774414
48,0.03499317169189453,23.5916531085968,23.626646280288696
49,0.04650235176086426,22.385483264923096,22.43198561668396
50,0.036004066467285156,21.897876977920532,21.933881044387817
51,0.03458738327026367,22.37497115135193,22.409558534622192
52,0.03800082206726074,26.23378038406372,26.27178120613098
53,0.06086421012878418,22.870809078216553,22.931673288345337
54,0.03173565864562988,22.888313055038452,22.920048713684082
55,0.03156018257141113,22.500532865524292,22.532093048095703
56,0.03109288215637207,24.158838748931885,24.189931631088257
57,0.03352642059326172,23.08146381378174,23.114990234375
58,0.04909253120422363,22.670857667922974,22.719950199127197
59,0.033995628356933594,23.676548957824707,23.71054458618164
60,0.03151726722717285,23.298773527145386,23.33029079437256
61,0.03300189971923828,22.35130286216736,22.384304761886597
62,0.029511690139770508,22.49102258682251,22.52053427696228
63,0.05500006675720215,22.683833599090576,22.73883366584778
64,0.03200078010559082,29.012887716293335,29.044888496398926
65,0.030975341796875,22.875995635986328,22.906970977783203
66,0.0335385799407959,22.860985040664673,22.89452362060547
67,0.03965306282043457,24.459930419921875,24.49958348274231
68,0.05309915542602539,23.91381287574768,23.966912031173706
69,0.03703498840332031,25.666491270065308,25.703526258468628
70,0.03519463539123535,23.614569425582886,23.64976406097412
71,0.03511810302734375,22.658718824386597,22.69383692741394
72,0.05812478065490723,22.845890522003174,22.90401530265808
73,0.03515172004699707,23.87477993965149,23.909931659698486
74,0.029826641082763672,23.33994770050049,23.369774341583252
75,0.030763626098632812,25.85170078277588,25.88246440887451
76,0.03711676597595215,23.81755304336548,23.85466980934143
77,0.053862571716308594,25.786630392074585,25.840492963790894
78,0.032402753829956055,23.562604665756226,23.59500741958618
79,0.03356027603149414,23.126232624053955,23.15979290008545
80,0.03326249122619629,23.81700038909912,23.850262880325317
81,0.03358912467956543,22.740273237228394,22.77386236190796
82,0.05454730987548828,22.765180349349976,22.819727659225464
83,0.03252673149108887,22.796743631362915,22.829270362854004
84,0.032530784606933594,24.104609966278076,24.13714075088501
85,0.03467226028442383,23.393969297409058,23.42864155769348
86,0.03707695007324219,24.376078844070435,24.413155794143677
87,0.05825996398925781,24.56018567085266,24.61844563484192
88,0.03557920455932617,23.506957292556763,23.54253649711609
89,0.030572891235351562,28.927215576171875,28.957788467407227
90,0.033188581466674805,25.59513807296753,25.628326654434204
91,0.060143470764160156,23.35248327255249,23.41262674331665
92,0.03307533264160156,23.812167406082153,23.845242738723755
93,0.033571720123291016,23.28110122680664,23.31467294692993
94,0.03968095779418945,23.977139234542847,24.016820192337036
95,0.03153657913208008,23.23167085647583,23.26320743560791
96,0.05341911315917969,23.133886098861694,23.187305212020874
97,0.030003070831298828,21.507997751235962,21.53800082206726
98,0.036522865295410156,21.79528546333313,21.83180832862854
99,0.031005144119262695,22.450937747955322,22.481942892074585
100,0.031999826431274414,21.63078474998474,21.662784576416016
